DownClass,FavScoreDiffClass,yrdline100Class,TimeSecsClass,counts
3,8,5,8,0.3
4,8,5,8,0.2
1,8,5,9,0.32142857142857145
2,8,5,9,0.3
3,8,5,9,0.25
4,8,5,9,0.3333333333333333
1,8,5,10,0.3333333333333333
2,8,5,10,0.3333333333333333
3,8,5,10,0.23076923076923078
4,8,5,10,0.15384615384615385
1,8,5,11,0.4411764705882353
2,8,5,11,0.27586206896551724
3,8,5,11,0.3333333333333333
4,8,5,11,0.18181818181818182
1,8,5,12,0.35714285714285715
2,8,5,12,0.42857142857142855
3,8,5,12,0.4166666666666667
4,8,5,12,0.2857142857142857
1,8,5,13,0.5
2,8,5,13,0.34782608695652173
3,8,5,13,0.391304347826087
4,8,5,13,0.5555555555555556
1,8,5,14,0.3611111111111111
2,8,5,14,0.3888888888888889
3,8,5,14,0.4
4,8,5,14,0.46153846153846156
1,8,5,15,0.3793103448275862
2,8,5,15,0.36
3,8,5,15,0.5
4,8,5,15,0.38461538461538464
1,8,5,16,0.5
2,8,5,16,0.3333333333333333
3,8,5,16,0.38095238095238093
4,8,5,16,0.3
1,8,5,17,0.36363636363636365
2,8,5,17,0.5
3,8,5,17,0.42857142857142855
4,8,5,17,0.6666666666666666
1,8,5,18,0.5
2,8,5,18,0.5
3,8,5,18,0.3333333333333333
4,8,5,18,0.4
1,8,5,19,0.4411764705882353
2,8,5,19,0.45454545454545453
3,8,5,19,0.35
4,8,5,19,0.5833333333333334
1,8,5,20,0.6551724137931034
2,8,5,20,0.5416666666666666
3,8,5,20,0.45454545454545453
4,8,5,20,0.3076923076923077
1,8,5,21,0.3617021276595745
2,8,5,21,0.4482758620689655
3,8,5,21,0.5
4,8,5,21,0.4166666666666667
1,8,5,22,0.3939393939393939
2,8,5,22,0.3142857142857143
3,8,5,22,0.375
4,8,5,22,0.4
1,8,5,23,0.34146341463414637
2,8,5,23,0.36363636363636365
3,8,5,23,0.5416666666666666
4,8,5,23,0.5
1,8,5,24,0.4375
2,8,5,24,0.48148148148148145
3,8,5,24,0.2
4,8,5,24,0.25
1,8,5,25,0.4642857142857143
2,8,5,25,0.3333333333333333
3,8,5,25,0.2631578947368421
4,8,5,25,0.2
1,8,5,26,0.37037037037037035
2,8,5,26,0.4782608695652174
3,8,5,26,0.3448275862068966
4,8,5,26,0.5789473684210527
1,8,5,27,0.4186046511627907
2,8,5,27,0.32558139534883723
3,8,5,27,0.45
4,8,5,27,0.5454545454545454
1,8,5,28,0.475
2,8,5,28,0.5925925925925926
3,8,5,28,0.5
4,8,5,28,0.4
1,8,5,29,0.6153846153846154
2,8,5,29,0.25
3,8,5,29,0.5
4,8,5,29,0.5
1,8,5,30,0.44
2,8,5,30,0.4342105263157895
3,8,5,30,0.46296296296296297
4,8,5,30,0.5714285714285714
1,8,5,31,0.5072463768115942
2,8,5,31,0.46875
3,8,5,31,0.375
4,8,5,31,0.3684210526315789
1,8,5,32,0.4888888888888889
2,8,5,32,0.4230769230769231
3,8,5,32,0.4666666666666667
4,8,5,32,0.4
1,8,5,33,0.4857142857142857
2,8,5,33,0.5666666666666667
3,8,5,33,0.5263157894736842
4,8,5,33,0.36363636363636365
1,8,5,34,0.5128205128205128
2,8,5,34,0.68
3,8,5,34,0.5238095238095238
4,8,5,34,0.5555555555555556
1,8,5,35,0.5882352941176471
2,8,5,35,0.6296296296296297
3,8,5,35,0.4444444444444444
4,8,5,35,0.5555555555555556
1,8,5,36,0.6060606060606061
2,8,5,36,0.5185185185185185
3,8,5,36,0.45454545454545453
4,8,5,36,0.5
1,8,5,37,0.475
2,8,5,37,0.4722222222222222
3,8,5,37,0.5
4,8,5,37,0.6
1,8,5,38,0.5348837209302325
2,8,5,38,0.4666666666666667
3,8,5,38,0.6666666666666666
4,8,5,38,0.75
1,8,5,39,0.6
2,8,5,39,0.5172413793103449
3,8,5,39,0.5555555555555556
4,8,5,39,0.5384615384615384
1,8,5,40,0.6060606060606061
2,8,5,40,0.4782608695652174
3,8,5,40,0.5882352941176471
4,8,5,40,0.4
1,8,5,41,0.53125
2,8,5,41,0.5384615384615384
3,8,5,41,0.5555555555555556
4,8,5,41,0.7142857142857143
1,8,5,42,0.575
2,8,5,42,0.7407407407407407
3,8,5,42,0.5555555555555556
4,8,5,42,0.5
1,8,5,43,0.6060606060606061
2,8,5,43,0.5769230769230769
3,8,5,43,0.4583333333333333
4,8,5,43,0.5
1,8,5,44,0.4339622641509434
2,8,5,44,0.38235294117647056
3,8,5,44,0.3125
4,8,5,44,0.5
1,8,5,45,0.4838709677419355
2,8,5,45,0.4117647058823529
3,8,5,45,0.45
4,8,5,45,0.55
1,8,5,46,0.38461538461538464
2,8,5,46,0.5454545454545454
3,8,5,46,0.6666666666666666
4,8,5,46,0.5714285714285714
1,8,5,47,0.42857142857142855
2,8,5,47,0.4117647058823529
3,8,5,47,0.34782608695652173
4,8,5,47,0.5
1,8,5,48,0.48717948717948717
2,8,5,48,0.48148148148148145
3,8,5,48,0.5625
4,8,5,48,0.7
1,8,5,49,0.6666666666666666
2,8,5,49,0.64
3,8,5,49,0.5714285714285714
4,8,5,49,0.4444444444444444
1,8,5,50,0.5277777777777778
2,8,5,50,0.5185185185185185
3,8,5,50,0.6666666666666666
4,8,5,50,0.6666666666666666
1,8,5,51,0.47619047619047616
2,8,5,51,0.5789473684210527
3,8,5,51,0.4666666666666667
4,8,5,51,0.4444444444444444
1,8,5,52,0.4230769230769231
2,8,5,52,0.5555555555555556
3,8,5,52,0.4166666666666667
4,8,5,52,0.75
1,8,5,53,0.5
2,8,5,53,0.42105263157894735
3,8,5,53,0.75
4,8,5,53,0.5
1,8,5,54,0.6153846153846154
2,8,5,54,0.6666666666666666
3,8,5,54,0.5
4,8,5,54,0.4
1,8,5,55,0.14285714285714285
2,8,5,55,0.4
3,8,5,55,0.6
4,8,5,55,0.6666666666666666
1,8,5,56,0.5714285714285714
2,8,5,56,0.4
3,8,5,56,0.6666666666666666
4,8,5,56,0.3333333333333333
1,8,5,57,0.6666666666666666
2,8,5,57,0.25
3,8,5,57,0.3333333333333333
4,8,5,57,0.5
1,8,5,58,0.4
2,8,5,58,0.5
3,8,5,58,0.5
4,8,5,58,0.5
1,8,5,59,0.5
2,8,5,59,0.5
3,8,5,59,0.5
4,8,5,59,0.5
1,8,5,60,0.5
2,8,5,60,0.5
3,8,5,60,0.5
4,8,5,60,0.5
1,8,6,0,0.26373626373626374
2,8,6,0,0.25806451612903225
3,8,6,0,0.32432432432432434
4,8,6,0,0.3333333333333333
1,8,6,1,0.25
2,8,6,1,0.3076923076923077
3,8,6,1,0.2708333333333333
4,8,6,1,0.2903225806451613
1,8,6,2,0.2777777777777778
2,8,6,2,0.2553191489361702
3,8,6,2,0.3333333333333333
4,8,6,2,0.35714285714285715
1,8,6,3,0.26666666666666666
2,8,6,3,0.3235294117647059
3,8,6,3,0.3333333333333333
4,8,6,3,0.42857142857142855
1,8,6,4,0.35
2,8,6,4,0.3333333333333333
3,8,6,4,0.30303030303030304
4,8,6,4,0.2727272727272727
1,8,6,5,0.34285714285714286
2,8,6,5,0.36363636363636365
3,8,6,5,0.2857142857142857
4,8,6,5,0.18181818181818182
1,8,6,6,0.2558139534883721
2,8,6,6,0.3870967741935484
3,8,6,6,0.45
4,8,6,6,0.6
1,8,6,7,0.48717948717948717
2,8,6,7,0.5384615384615384
3,8,6,7,0.47368421052631576
4,8,6,7,0.3333333333333333
1,8,6,8,0.43137254901960786
2,8,6,8,0.4117647058823529
3,8,6,8,0.2727272727272727
4,8,6,8,0.2857142857142857
1,8,6,9,0.5
2,8,6,9,0.34782608695652173
3,8,6,9,0.4375
4,8,6,9,0.375
1,8,6,10,0.5
2,8,6,10,0.34782608695652173
3,8,6,10,0.3333333333333333
4,8,6,10,0.4444444444444444
1,8,6,11,0.3181818181818182
2,8,6,11,0.25806451612903225
3,8,6,11,0.25
4,8,6,11,0.4166666666666667
1,8,6,12,0.35135135135135137
2,8,6,12,0.35294117647058826
3,8,6,12,0.3125
4,8,6,12,0.9
1,8,6,13,0.34285714285714286
2,8,6,13,0.41379310344827586
3,8,6,13,0.47058823529411764
4,8,6,13,0.6363636363636364
1,8,6,14,0.4666666666666667
2,8,6,14,0.4634146341463415
3,8,6,14,0.5454545454545454
4,8,6,14,0.5625
1,8,6,15,0.5116279069767442
2,8,6,15,0.41935483870967744
3,8,6,15,0.3888888888888889
4,8,6,15,0.16666666666666666
1,8,6,16,0.38461538461538464
2,8,6,16,0.3611111111111111
3,8,6,16,0.42105263157894735
4,8,6,16,0.4166666666666667
1,8,6,17,0.41304347826086957
2,8,6,17,0.4166666666666667
3,8,6,17,0.6470588235294118
4,8,6,17,0.4
1,8,6,18,0.46153846153846156
2,8,6,18,0.45454545454545453
3,8,6,18,0.2916666666666667
4,8,6,18,0.3125
1,8,6,19,0.4444444444444444
2,8,6,19,0.3448275862068966
3,8,6,19,0.5238095238095238
4,8,6,19,0.6
1,8,6,20,0.4186046511627907
2,8,6,20,0.5945945945945946
3,8,6,20,0.5333333333333333
4,8,6,20,0.42857142857142855
1,8,6,21,0.4117647058823529
2,8,6,21,0.391304347826087
3,8,6,21,0.5
4,8,6,21,0.3333333333333333
1,8,6,22,0.35714285714285715
2,8,6,22,0.4444444444444444
3,8,6,22,0.45161290322580644
4,8,6,22,0.5384615384615384
1,8,6,23,0.39473684210526316
2,8,6,23,0.36363636363636365
3,8,6,23,0.38461538461538464
4,8,6,23,0.3333333333333333
1,8,6,24,0.5555555555555556
2,8,6,24,0.46153846153846156
3,8,6,24,0.391304347826087
4,8,6,24,0.4666666666666667
1,8,6,25,0.3404255319148936
2,8,6,25,0.3939393939393939
3,8,6,25,0.4583333333333333
4,8,6,25,0.36363636363636365
1,8,6,26,0.3
2,8,6,26,0.38235294117647056
3,8,6,26,0.4444444444444444
4,8,6,26,0.45
1,8,6,27,0.5238095238095238
2,8,6,27,0.5
3,8,6,27,0.4772727272727273
4,8,6,27,0.2
1,8,6,28,0.4788732394366197
2,8,6,28,0.5098039215686274
3,8,6,28,0.3076923076923077
4,8,6,28,0.3333333333333333
1,8,6,29,0.40540540540540543
2,8,6,29,0.4
3,8,6,29,0.3333333333333333
4,8,6,29,0.25
1,8,6,30,0.42857142857142855
2,8,6,30,0.42857142857142855
3,8,6,30,0.4634146341463415
4,8,6,30,0.3888888888888889
1,8,6,31,0.4946236559139785
2,8,6,31,0.49295774647887325
3,8,6,31,0.5111111111111111
4,8,6,31,0.625
1,8,6,32,0.48148148148148145
2,8,6,32,0.5
3,8,6,32,0.6764705882352942
4,8,6,32,0.5555555555555556
1,8,6,33,0.4473684210526316
2,8,6,33,0.48484848484848486
3,8,6,33,0.7619047619047619
4,8,6,33,0.5555555555555556
1,8,6,34,0.55
2,8,6,34,0.6296296296296297
3,8,6,34,0.6666666666666666
4,8,6,34,0.75
1,8,6,35,0.7209302325581395
2,8,6,35,0.7096774193548387
3,8,6,35,0.5652173913043478
4,8,6,35,0.375
1,8,6,36,0.5263157894736842
2,8,6,36,0.4594594594594595
3,8,6,36,0.4117647058823529
4,8,6,36,0.375
1,8,6,37,0.5952380952380952
2,8,6,37,0.45
3,8,6,37,0.3076923076923077
4,8,6,37,0.4444444444444444
1,8,6,38,0.5454545454545454
2,8,6,38,0.4857142857142857
3,8,6,38,0.5
4,8,6,38,0.5384615384615384
1,8,6,39,0.4418604651162791
2,8,6,39,0.5
3,8,6,39,0.4782608695652174
4,8,6,39,0.38461538461538464
1,8,6,40,0.6818181818181818
2,8,6,40,0.6216216216216216
3,8,6,40,0.5789473684210527
4,8,6,40,0.5714285714285714
1,8,6,41,0.5135135135135135
2,8,6,41,0.5277777777777778
3,8,6,41,0.5517241379310345
4,8,6,41,0.5
1,8,6,42,0.5609756097560976
2,8,6,42,0.575
3,8,6,42,0.7083333333333334
4,8,6,42,0.6923076923076923
1,8,6,43,0.66
2,8,6,43,0.7142857142857143
3,8,6,43,0.7142857142857143
4,8,6,43,0.4
1,8,6,44,0.6031746031746031
2,8,6,44,0.5333333333333333
3,8,6,44,0.5185185185185185
4,8,6,44,0.47058823529411764
1,8,6,45,0.4883720930232558
2,8,6,45,0.3611111111111111
3,8,6,45,0.3333333333333333
4,8,6,45,0.5217391304347826
1,8,6,46,0.3902439024390244
2,8,6,46,0.38461538461538464
3,8,6,46,0.5263157894736842
4,8,6,46,0.5
1,8,6,47,0.3076923076923077
2,8,6,47,0.4634146341463415
3,8,6,47,0.6
4,8,6,47,0.6153846153846154
1,8,6,48,0.5306122448979592
2,8,6,48,0.6857142857142857
3,8,6,48,0.6363636363636364
4,8,6,48,0.5
1,8,6,49,0.5777777777777777
2,8,6,49,0.53125
3,8,6,49,0.4
4,8,6,49,0.38461538461538464
1,8,6,50,0.5806451612903226
2,8,6,50,0.4827586206896552
3,8,6,50,0.39285714285714285
4,8,6,50,0.3888888888888889
1,8,6,51,0.43243243243243246
2,8,6,51,0.5714285714285714
3,8,6,51,0.6470588235294118
4,8,6,51,0.6666666666666666
1,8,6,52,0.5714285714285714
2,8,6,52,0.47368421052631576
3,8,6,52,0.5
4,8,6,52,0.5714285714285714
1,8,6,53,0.375
2,8,6,53,0.4117647058823529
3,8,6,53,0.5833333333333334
4,8,6,53,0.5555555555555556
1,8,6,54,0.5909090909090909
2,8,6,54,0.4
3,8,6,54,0.6153846153846154
4,8,6,54,0.6
1,8,6,55,0.5384615384615384
2,8,6,55,0.8333333333333334
3,8,6,55,0.6666666666666666
4,8,6,55,0.5
1,8,6,56,0.5
2,8,6,56,0.25
3,8,6,56,0.75
4,8,6,56,0.6666666666666666
1,8,6,57,0.3333333333333333
2,8,6,57,0.75
3,8,6,57,0.3333333333333333
4,8,6,57,0.5
1,8,6,58,0.5
2,8,6,58,0.5
3,8,6,58,0.5
4,8,6,58,0.5
1,8,6,59,0.3333333333333333
2,8,6,59,0.3333333333333333
3,8,6,59,0.3333333333333333
4,8,6,59,0.5
1,8,6,60,0.5
2,8,6,60,0.5
3,8,6,60,0.5
4,8,6,60,0.5
1,8,7,0,0.234375
2,8,7,0,0.2926829268292683
3,8,7,0,0.23076923076923078
4,8,7,0,0.2608695652173913
1,8,7,1,0.2872340425531915
2,8,7,1,0.2982456140350877
3,8,7,1,0.25
4,8,7,1,0.3333333333333333
1,8,7,2,0.32608695652173914
2,8,7,2,0.37037037037037035
3,8,7,2,0.38461538461538464
4,8,7,2,0.35714285714285715
1,8,7,3,0.3137254901960784
2,8,7,3,0.3409090909090909
3,8,7,3,0.34615384615384615
4,8,7,3,0.35294117647058826
1,8,7,4,0.2727272727272727
2,8,7,4,0.2571428571428571
3,8,7,4,0.47058823529411764
4,8,7,4,0.42857142857142855
1,8,7,5,0.21212121212121213
2,8,7,5,0.34782608695652173
3,8,7,5,0.38461538461538464
4,8,7,5,0.25
1,8,7,6,0.32
2,8,7,6,0.3448275862068966
3,8,7,6,0.25
4,8,7,6,0.16666666666666666
1,8,7,7,0.3
2,8,7,7,0.20689655172413793
3,8,7,7,0.3888888888888889
4,8,7,7,0.36363636363636365
1,8,7,8,0.4
2,8,7,8,0.42857142857142855
3,8,7,8,0.4666666666666667
4,8,7,8,0.25
1,8,7,9,0.38636363636363635
2,8,7,9,0.3548387096774194
3,8,7,9,0.38461538461538464
4,8,7,9,0.5
1,8,7,10,0.3235294117647059
2,8,7,10,0.5
3,8,7,10,0.4782608695652174
4,8,7,10,0.6666666666666666
1,8,7,11,0.5757575757575758
2,8,7,11,0.5172413793103449
3,8,7,11,0.42857142857142855
4,8,7,11,0.3333333333333333
1,8,7,12,0.35714285714285715
2,8,7,12,0.34375
3,8,7,12,0.4722222222222222
4,8,7,12,0.3157894736842105
1,8,7,13,0.36363636363636365
2,8,7,13,0.39473684210526316
3,8,7,13,0.42105263157894735
4,8,7,13,0.4444444444444444
1,8,7,14,0.5
2,8,7,14,0.3953488372093023
3,8,7,14,0.4411764705882353
4,8,7,14,0.34782608695652173
1,8,7,15,0.3125
2,8,7,15,0.5555555555555556
3,8,7,15,0.6428571428571429
4,8,7,15,0.5
1,8,7,16,0.46808510638297873
2,8,7,16,0.5
3,8,7,16,0.5416666666666666
4,8,7,16,0.5833333333333334
1,8,7,17,0.5094339622641509
2,8,7,17,0.4857142857142857
3,8,7,17,0.47619047619047616
4,8,7,17,0.23076923076923078
1,8,7,18,0.30434782608695654
2,8,7,18,0.40540540540540543
3,8,7,18,0.3888888888888889
4,8,7,18,0.4375
1,8,7,19,0.2972972972972973
2,8,7,19,0.3793103448275862
3,8,7,19,0.3181818181818182
4,8,7,19,0.3333333333333333
1,8,7,20,0.37777777777777777
2,8,7,20,0.2903225806451613
3,8,7,20,0.42105263157894735
4,8,7,20,0.3
1,8,7,21,0.5121951219512195
2,8,7,21,0.3888888888888889
3,8,7,21,0.3333333333333333
4,8,7,21,0.4
1,8,7,22,0.4107142857142857
2,8,7,22,0.45161290322580644
3,8,7,22,0.40625
4,8,7,22,0.375
1,8,7,23,0.391304347826087
2,8,7,23,0.3958333333333333
3,8,7,23,0.38461538461538464
4,8,7,23,0.5
1,8,7,24,0.32727272727272727
2,8,7,24,0.4444444444444444
3,8,7,24,0.4642857142857143
4,8,7,24,0.3333333333333333
1,8,7,25,0.5384615384615384
2,8,7,25,0.4878048780487805
3,8,7,25,0.47619047619047616
4,8,7,25,0.4166666666666667
1,8,7,26,0.34285714285714286
2,8,7,26,0.3103448275862069
3,8,7,26,0.3684210526315789
4,8,7,26,0.38461538461538464
1,8,7,27,0.35714285714285715
2,8,7,27,0.38461538461538464
3,8,7,27,0.4827586206896552
4,8,7,27,0.5
1,8,7,28,0.5212765957446809
2,8,7,28,0.45652173913043476
3,8,7,28,0.37037037037037035
4,8,7,28,0.4444444444444444
1,8,7,29,0.40229885057471265
2,8,7,29,0.38235294117647056
3,8,7,29,0.5
4,8,7,29,0.4
1,8,7,30,0.4431818181818182
2,8,7,30,0.3793103448275862
3,8,7,30,0.3235294117647059
4,8,7,30,0.375
1,8,7,31,0.45098039215686275
2,8,7,31,0.5483870967741935
3,8,7,31,0.5094339622641509
4,8,7,31,0.4642857142857143
1,8,7,32,0.3582089552238806
2,8,7,32,0.391304347826087
3,8,7,32,0.42857142857142855
4,8,7,32,0.42857142857142855
1,8,7,33,0.5740740740740741
2,8,7,33,0.4634146341463415
3,8,7,33,0.4782608695652174
4,8,7,33,0.46153846153846156
1,8,7,34,0.5
2,8,7,34,0.5428571428571428
3,8,7,34,0.5172413793103449
4,8,7,34,0.2727272727272727
1,8,7,35,0.6170212765957447
2,8,7,35,0.5555555555555556
3,8,7,35,0.4166666666666667
4,8,7,35,0.25
1,8,7,36,0.575
2,8,7,36,0.6363636363636364
3,8,7,36,0.6111111111111112
4,8,7,36,0.42857142857142855
1,8,7,37,0.4117647058823529
2,8,7,37,0.42105263157894735
3,8,7,37,0.47619047619047616
4,8,7,37,0.4444444444444444
1,8,7,38,0.5277777777777778
2,8,7,38,0.4117647058823529
3,8,7,38,0.5
4,8,7,38,0.38461538461538464
1,8,7,39,0.391304347826087
2,8,7,39,0.5581395348837209
3,8,7,39,0.5652173913043478
4,8,7,39,0.375
1,8,7,40,0.5555555555555556
2,8,7,40,0.45
3,8,7,40,0.5
4,8,7,40,0.5454545454545454
1,8,7,41,0.475
2,8,7,41,0.4883720930232558
3,8,7,41,0.5384615384615384
4,8,7,41,0.7142857142857143
1,8,7,42,0.6111111111111112
2,8,7,42,0.6857142857142857
3,8,7,42,0.6818181818181818
4,8,7,42,0.5789473684210527
1,8,7,43,0.5714285714285714
2,8,7,43,0.5454545454545454
3,8,7,43,0.48148148148148145
4,8,7,43,0.6111111111111112
1,8,7,44,0.6428571428571429
2,8,7,44,0.6037735849056604
3,8,7,44,0.5789473684210527
4,8,7,44,0.3333333333333333
1,8,7,45,0.38095238095238093
2,8,7,45,0.5172413793103449
3,8,7,45,0.4166666666666667
4,8,7,45,0.5
1,8,7,46,0.5106382978723404
2,8,7,46,0.4634146341463415
3,8,7,46,0.6153846153846154
4,8,7,46,0.5625
1,8,7,47,0.4897959183673469
2,8,7,47,0.5555555555555556
3,8,7,47,0.4166666666666667
4,8,7,47,0.5
1,8,7,48,0.5
2,8,7,48,0.3783783783783784
3,8,7,48,0.5625
4,8,7,48,0.5833333333333334
1,8,7,49,0.41304347826086957
2,8,7,49,0.5
3,8,7,49,0.5769230769230769
4,8,7,49,0.46153846153846156
1,8,7,50,0.5306122448979592
2,8,7,50,0.5581395348837209
3,8,7,50,0.46875
4,8,7,50,0.48
1,8,7,51,0.43548387096774194
2,8,7,51,0.4523809523809524
3,8,7,51,0.46153846153846156
4,8,7,51,0.5
1,8,7,52,0.525
2,8,7,52,0.42857142857142855
3,8,7,52,0.3333333333333333
4,8,7,52,0.29411764705882354
1,8,7,53,0.5116279069767442
2,8,7,53,0.5833333333333334
3,8,7,53,0.4117647058823529
4,8,7,53,0.3333333333333333
1,8,7,54,0.5517241379310345
2,8,7,54,0.47058823529411764
3,8,7,54,0.6428571428571429
4,8,7,54,0.6666666666666666
1,8,7,55,0.43333333333333335
2,8,7,55,0.6428571428571429
3,8,7,55,0.6
4,8,7,55,0.5
1,8,7,56,0.7
2,8,7,56,0.6666666666666666
3,8,7,56,0.42857142857142855
4,8,7,56,0.5
1,8,7,57,0.5454545454545454
2,8,7,57,0.5
3,8,7,57,0.5
4,8,7,57,0.5
1,8,7,58,0.5
2,8,7,58,0.3333333333333333
3,8,7,58,0.5
4,8,7,58,0.5
1,8,7,59,0.5
2,8,7,59,0.5
3,8,7,59,0.5
4,8,7,59,0.5
1,8,7,60,0.5
2,8,7,60,0.5
3,8,7,60,0.5
4,8,7,60,0.5
1,8,8,0,0.2111111111111111
2,8,8,0,0.2
3,8,8,0,0.2857142857142857
4,8,8,0,0.3125
1,8,8,1,0.2631578947368421
2,8,8,1,0.24074074074074073
3,8,8,1,0.2857142857142857
4,8,8,1,0.2777777777777778
1,8,8,2,0.3728813559322034
2,8,8,2,0.3333333333333333
3,8,8,2,0.2857142857142857
4,8,8,2,0.25
1,8,8,3,0.3333333333333333
2,8,8,3,0.2972972972972973
3,8,8,3,0.36
4,8,8,3,0.3333333333333333
1,8,8,4,0.3442622950819672
2,8,8,4,0.40425531914893614
3,8,8,4,0.3333333333333333
4,8,8,4,0.38461538461538464
1,8,8,5,0.35714285714285715
2,8,8,5,0.37777777777777777
3,8,8,5,0.25
4,8,8,5,0.2727272727272727
1,8,8,6,0.3448275862068966
2,8,8,6,0.358974358974359
3,8,8,6,0.4090909090909091
4,8,8,6,0.5384615384615384
1,8,8,7,0.3389830508474576
2,8,8,7,0.2857142857142857
3,8,8,7,0.38461538461538464
4,8,8,7,0.21428571428571427
1,8,8,8,0.3050847457627119
2,8,8,8,0.45714285714285713
3,8,8,8,0.4666666666666667
4,8,8,8,0.3076923076923077
1,8,8,9,0.40350877192982454
2,8,8,9,0.37142857142857144
3,8,8,9,0.3870967741935484
4,8,8,9,0.3
1,8,8,10,0.4166666666666667
2,8,8,10,0.3684210526315789
3,8,8,10,0.45454545454545453
4,8,8,10,0.4166666666666667
1,8,8,11,0.4339622641509434
2,8,8,11,0.4
3,8,8,11,0.5
4,8,8,11,0.5555555555555556
1,8,8,12,0.4897959183673469
2,8,8,12,0.5
3,8,8,12,0.4827586206896552
4,8,8,12,0.5294117647058824
1,8,8,13,0.3333333333333333
2,8,8,13,0.4722222222222222
3,8,8,13,0.4444444444444444
4,8,8,13,0.4
1,8,8,14,0.3375
2,8,8,14,0.42592592592592593
3,8,8,14,0.47058823529411764
4,8,8,14,0.5
1,8,8,15,0.44680851063829785
2,8,8,15,0.4722222222222222
3,8,8,15,0.53125
4,8,8,15,0.4166666666666667
1,8,8,16,0.4827586206896552
2,8,8,16,0.47368421052631576
3,8,8,16,0.4444444444444444
4,8,8,16,0.5789473684210527
1,8,8,17,0.42424242424242425
2,8,8,17,0.46153846153846156
3,8,8,17,0.5
4,8,8,17,0.4090909090909091
1,8,8,18,0.42857142857142855
2,8,8,18,0.3877551020408163
3,8,8,18,0.5625
4,8,8,18,0.4
1,8,8,19,0.4583333333333333
2,8,8,19,0.4791666666666667
3,8,8,19,0.625
4,8,8,19,0.7
1,8,8,20,0.4626865671641791
2,8,8,20,0.43243243243243246
3,8,8,20,0.38235294117647056
4,8,8,20,0.35294117647058826
1,8,8,21,0.45454545454545453
2,8,8,21,0.4883720930232558
3,8,8,21,0.3333333333333333
4,8,8,21,0.4375
1,8,8,22,0.4117647058823529
2,8,8,22,0.47368421052631576
3,8,8,22,0.5652173913043478
4,8,8,22,0.4
1,8,8,23,0.45098039215686275
2,8,8,23,0.37254901960784315
3,8,8,23,0.2702702702702703
4,8,8,23,0.21052631578947367
1,8,8,24,0.45454545454545453
2,8,8,24,0.44680851063829785
3,8,8,24,0.44
4,8,8,24,0.5714285714285714
1,8,8,25,0.5
2,8,8,25,0.43902439024390244
3,8,8,25,0.4642857142857143
4,8,8,25,0.6428571428571429
1,8,8,26,0.36923076923076925
2,8,8,26,0.5128205128205128
3,8,8,26,0.6363636363636364
4,8,8,26,0.3333333333333333
1,8,8,27,0.4166666666666667
2,8,8,27,0.4838709677419355
3,8,8,27,0.5
4,8,8,27,0.4
1,8,8,28,0.4864864864864865
2,8,8,28,0.4230769230769231
3,8,8,28,0.4626865671641791
4,8,8,28,0.46875
1,8,8,29,0.47035573122529645
2,8,8,29,0.5432098765432098
3,8,8,29,0.5581395348837209
4,8,8,29,0.7142857142857143
1,8,8,30,0.4722222222222222
2,8,8,30,0.38596491228070173
3,8,8,30,0.3611111111111111
4,8,8,30,0.3181818181818182
1,8,8,31,0.4380952380952381
2,8,8,31,0.4050632911392405
3,8,8,31,0.4146341463414634
4,8,8,31,0.5238095238095238
1,8,8,32,0.41509433962264153
2,8,8,32,0.6511627906976745
3,8,8,32,0.5
4,8,8,32,0.375
1,8,8,33,0.5384615384615384
2,8,8,33,0.45454545454545453
3,8,8,33,0.4827586206896552
4,8,8,33,0.4
1,8,8,34,0.391304347826087
2,8,8,34,0.39473684210526316
3,8,8,34,0.36363636363636365
4,8,8,34,0.5
1,8,8,35,0.5384615384615384
2,8,8,35,0.38461538461538464
3,8,8,35,0.42105263157894735
4,8,8,35,0.6363636363636364
1,8,8,36,0.47058823529411764
2,8,8,36,0.5806451612903226
3,8,8,36,0.5517241379310345
4,8,8,36,0.8333333333333334
1,8,8,37,0.7017543859649122
2,8,8,37,0.7222222222222222
3,8,8,37,0.4583333333333333
4,8,8,37,0.4666666666666667
1,8,8,38,0.5777777777777777
2,8,8,38,0.6052631578947368
3,8,8,38,0.4444444444444444
4,8,8,38,0.5625
1,8,8,39,0.5102040816326531
2,8,8,39,0.425
3,8,8,39,0.4772727272727273
4,8,8,39,0.4666666666666667
1,8,8,40,0.47692307692307695
2,8,8,40,0.5128205128205128
3,8,8,40,0.6071428571428571
4,8,8,40,0.5555555555555556
1,8,8,41,0.5873015873015873
2,8,8,41,0.5531914893617021
3,8,8,41,0.5263157894736842
4,8,8,41,0.5333333333333333
1,8,8,42,0.48484848484848486
2,8,8,42,0.5
3,8,8,42,0.5428571428571428
4,8,8,42,0.6428571428571429
1,8,8,43,0.5818181818181818
2,8,8,43,0.6388888888888888
3,8,8,43,0.5789473684210527
4,8,8,43,0.5555555555555556
1,8,8,44,0.59375
2,8,8,44,0.5294117647058824
3,8,8,44,0.6
4,8,8,44,0.5
1,8,8,45,0.581081081081081
2,8,8,45,0.49019607843137253
3,8,8,45,0.3448275862068966
4,8,8,45,0.55
1,8,8,46,0.5
2,8,8,46,0.5294117647058824
3,8,8,46,0.5172413793103449
4,8,8,46,0.5
1,8,8,47,0.49019607843137253
2,8,8,47,0.3157894736842105
3,8,8,47,0.4
